ID,Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalue,rank,leading_edge,core_enrichment,log2err
GO:1904869,regulation of protein localization to Cajal body,10,0.702508941323654,1.59286033390303,0.0361518171585439,0.379987581651084,0.332121109647509,2676,"tags=60%, list=15%, signal=51%",ENSG00000115484/ENSG00000166226/ENSG00000146834/ENSG00000120438/ENSG00000156261/ENSG00000146731,0.321775918075361
GO:1904871,positive regulation of protein localization to Cajal body,10,0.702508941323654,1.59286033390303,0.0361518171585439,0.379987581651084,0.332121109647509,2676,"tags=60%, list=15%, signal=51%",ENSG00000115484/ENSG00000166226/ENSG00000146834/ENSG00000120438/ENSG00000156261/ENSG00000146731,0.321775918075361
GO:1903936,cellular response to sodium arsenite,9,0.744670125121768,1.59265861595945,0.0304864657611175,0.352249988288567,0.307877579776131,1116,"tags=33%, list=6%, signal=31%",ENSG00000206279/ENSG00000204209/ENSG00000231617,0.352487857583619
GO:0070339,response to bacterial lipopeptide,5,-0.859890037163808,-1.59170455067717,0.0185344859562668,0.287277238523984,0.251089350921648,661,"tags=40%, list=4%, signal=39%",ENSG00000150455/ENSG00000135218,0.352487857583619
GO:0071220,cellular response to bacterial lipoprotein,5,-0.859890037163808,-1.59170455067717,0.0185344859562668,0.287277238523984,0.251089350921648,661,"tags=40%, list=4%, signal=39%",ENSG00000150455/ENSG00000135218,0.352487857583619
GO:0071221,cellular response to bacterial lipopeptide,5,-0.859890037163808,-1.59170455067717,0.0185344859562668,0.287277238523984,0.251089350921648,661,"tags=40%, list=4%, signal=39%",ENSG00000150455/ENSG00000135218,0.352487857583619
GO:1903018,regulation of glycoprotein metabolic process,35,-0.53309901441618,-1.59161007427521,0.0136090597012484,0.255500620430383,0.223315586273249,4094,"tags=49%, list=23%, signal=37%",ENSG00000107331/ENSG00000105639/ENSG00000136156/ENSG00000163661/ENSG00000125304/ENSG00000135916/ENSG00000137845/ENSG00000137033/ENSG00000177076/ENSG00000182621/ENSG00000057252/ENSG00000103154/ENSG00000132329/ENSG00000064687/ENSG00000155893/ENSG00000168036/ENSG00000197496,0.380730400722792
GO:0030149,sphingolipid catabolic process,44,-0.518956247773097,-1.59131427401409,0.0159315835783053,0.271541079221391,0.23733545226407,4106,"tags=45%, list=23%, signal=35%",ENSG00000103056/ENSG00000070610/ENSG00000102393/ENSG00000162407/ENSG00000138760/ENSG00000054983/ENSG00000166311/ENSG00000136960/ENSG00000262446/ENSG00000135587/ENSG00000177076/ENSG00000129103/ENSG00000143952/ENSG00000006534/ENSG00000204147/ENSG00000213614/ENSG00000078124/ENSG00000049860/ENSG00000170266/ENSG00000177628,0.352487857583619
GO:0045071,negative regulation of viral genome replication,42,-0.510769516776594,-1.59106741922196,0.0178056016770878,0.286095214446957,0.250056224664242,3937,"tags=43%, list=22%, signal=33%",ENSG00000124201/ENSG00000187608/ENSG00000271503/ENSG00000274233/ENSG00000152778/ENSG00000134321/ENSG00000244509/ENSG00000130303/ENSG00000130813/ENSG00000115267/ENSG00000128394/ENSG00000166801/ENSG00000185885/ENSG00000185745/ENSG00000055332/ENSG00000163565/ENSG00000185201/ENSG00000135828,0.352487857583619
GO:0061512,protein localization to cilium,84,-0.453779492292679,-1.59074913722337,0.00501789626281244,0.175911476940641,0.153752169129844,2491,"tags=27%, list=14%, signal=24%",ENSG00000204815/ENSG00000100083/ENSG00000129295/ENSG00000105877/ENSG00000120051/ENSG00000131558/ENSG00000156313/ENSG00000182473/ENSG00000174483/ENSG00000114547/ENSG00000123607/ENSG00000117280/ENSG00000118965/ENSG00000186889/ENSG00000164953/ENSG00000157796/ENSG00000274205/ENSG00000144061/ENSG00000181085/ENSG00000179029/ENSG00000048342/ENSG00000163913/ENSG00000188738,0.407017918923954
GO:0051236,establishment of RNA localization,165,0.409329642163102,1.58985979595722,0.00478233517094666,0.171154504621469,0.149594425557433,3073,"tags=30%, list=17%, signal=25%",ENSG00000169062/ENSG00000112110/ENSG00000114503/ENSG00000198576/ENSG00000132661/ENSG00000163950/ENSG00000058804/ENSG00000113569/ENSG00000120253/ENSG00000115875/ENSG00000065978/ENSG00000087302/ENSG00000100632/ENSG00000163513/ENSG00000183684/ENSG00000136937/ENSG00000060237/ENSG00000165271/ENSG00000121774/ENSG00000157106/ENSG00000091542/ENSG00000151247/ENSG00000138385/ENSG00000108424/ENSG00000037474/ENSG00000005007/ENSG00000102900/ENSG00000124789/ENSG00000100227/ENSG00000139496/ENSG00000215817/ENSG00000111581/ENSG00000102898/ENSG00000136450/ENSG00000272391/ENSG00000132341/ENSG00000085415/ENSG00000147601/ENSG00000183486/ENSG00000225859/ENSG00000095319/ENSG00000281994/ENSG00000138095/ENSG00000163002/ENSG00000082898/ENSG00000196313/ENSG00000072858/ENSG00000109832/ENSG00000030066/ENSG00000126226,0.407017918923954
