GeneID,GSM3528727,GSM3528728,GSM3528729,GSM3528730,GSM3528731,GSM3528732,GSM3528733,GSM3528734,GSM3528735,GSM3528736,GSM3528737,GSM3528738,GSM3528739,GSM3528740,GSM3528741,GSM3528742,GSM3528743,GSM3528744,GSM3528745,GSM3528746,GSM3528747,GSM3528748
ENSG00000008853,2184,1089,1343,2275,1205,427,737,371,365,425,279,361,431,1702,953,820,934,963,341,939,598,628
ENSG00000008869,5909,4562,4425,5033,3971,2264,1575,1274,1438,2043,1288,1083,2092,4663,3589,2226,2204,3021,2040,2624,3245,2054
ENSG00000008952,17184,11804,12936,15024,9775,6765,4363,3692,3700,5480,3565,5399,6122,20163,14364,7507,7886,14363,9073,8511,7775,7648
ENSG00000008988,31174,16483,29190,27107,23629,13005,7781,7120,6445,21526,8529,10852,15222,27587,19105,9113,16153,12366,6307,15332,6436,10642
ENSG00000009307,98356,57694,93274,81225,64600,44036,24422,22565,19378,47253,27763,22305,32009,51008,49491,27714,22350,32196,18682,29228,21138,26770
ENSG00000009335,8749,4495,8453,7279,5180,4871,2978,2084,2141,6721,2607,3670,3804,6864,6366,4898,4013,3801,2347,5143,3424,4198
ENSG00000009413,16339,13390,11387,14045,6786,6940,3042,3832,3679,4101,2728,5095,7504,22419,17362,9511,7964,14709,11532,10894,9688,8498
ENSG00000009694,1938,2563,623,3205,907,1303,709,858,649,502,495,75,59,609,716,1281,311,305,297,466,1466,1621
ENSG00000009709,2494,3890,4530,1393,1416,88,32,560,320,3,14,10,1006,25,165,6,6,35,3,5,4,18
ENSG00000009724,325,268,304,310,216,126,57,113,79,85,38,75,130,229,283,236,153,112,107,187,223,164
ENSG00000009765,231,245,206,192,233,116,60,142,50,42,32,126,111,240,327,160,107,133,86,129,187,101
ENSG00000009780,1304,912,1015,1231,979,589,309,266,361,577,301,854,679,1910,1610,999,1121,1410,838,1632,929,843
ENSG00000009790,55,59,47,59,76,23,15,25,17,22,8,26,46,72,99,49,28,66,37,38,46,38
ENSG00000009830,1338,724,1208,1245,1066,431,290,259,243,485,203,619,519,2207,1129,536,916,1040,774,1211,628,712
ENSG00000009844,9387,5992,7687,7892,5334,3931,2785,1816,1908,4911,1833,2692,4153,8994,8161,3711,3643,5700,3436,4455,3855,3510
ENSG00000009950,46,25,35,24,50,17,7,11,8,12,7,27,16,27,59,30,11,28,14,22,24,16
ENSG00000009954,29830,15456,26803,27545,19392,13289,7289,8289,5184,14966,7086,8137,9706,11774,13894,6758,6099,6637,4197,12983,6527,7113
ENSG00000010017,9378,7060,7122,8702,5437,3521,2434,1871,1599,3128,1789,2385,2534,6892,5617,2923,2604,6958,3143,3892,4049,3303
ENSG00000010030,252,167,255,237,178,103,79,55,77,117,27,117,123,240,297,175,130,121,76,154,92,124
ENSG00000010072,2582,1496,2194,2303,2155,1005,628,631,521,1247,556,959,1064,2267,2038,1001,1223,1457,961,1624,954,1050
ENSG00000010165,1149,659,1093,1091,870,621,277,257,251,859,344,903,832,1770,1092,565,932,872,683,741,485,696
ENSG00000010219,527,333,532,645,690,260,197,144,122,370,165,365,543,1322,985,335,534,787,533,753,438,535
ENSG00000010244,20093,13145,19032,17130,15004,9564,4401,5054,4307,10462,3860,6203,8546,14747,14174,8136,8154,9071,6554,10821,8753,8102
ENSG00000010256,6011,2403,5168,5310,4823,1508,1287,840,831,3342,1510,1437,2354,3612,2469,1333,2104,3191,1358,2161,1138,1513
ENSG00000010270,8759,4710,6440,6246,5442,3302,2328,1716,1639,4467,1926,1279,3145,6842,4977,2629,2197,4289,2690,2306,2117,2811
ENSG00000010278,140,68,166,759,3938,82,208,24,20,45,67,314,82,1016,932,601,521,1743,765,1656,1265,1167
ENSG00000010282,1,2,1,1,1,1,0,2,0,0,4,8,1,6,12,2,0,1,0,1,1,4
ENSG00000010292,7588,3072,8552,7455,8483,1950,2364,1285,677,5573,1658,2164,2837,3160,3159,1239,1859,1023,814,3526,1266,1769
ENSG00000010295,791,483,625,731,724,176,128,150,134,253,150,190,338,829,573,453,347,429,367,343,325,431
ENSG00000010310,157,208,132,307,220,53,43,73,58,54,30,39,43,98,118,66,47,92,59,91,88,49
ENSG00000010318,322,293,234,297,324,144,75,57,86,118,103,99,132,209,353,249,162,173,109,244,138,120
ENSG00000010319,13,3,17,16,30,5,3,8,3,2,3,9,20,13,21,4,4,10,6,5,6,10
ENSG00000010322,3945,2699,3393,3881,3123,816,812,543,714,1339,509,945,1254,3931,2118,1608,1680,2452,1500,2037,1667,2084
ENSG00000010327,9,6,11,4,8,1,1,3,4,3,2,11,14,7,11,3,3,1,3,4,2,3
ENSG00000010361,229,93,177,252,304,73,49,37,36,188,87,213,185,552,320,182,319,253,207,468,205,209
ENSG00000010379,36,21,25,40,57,9,9,15,9,3,3,21,4,9,59,35,26,13,11,37,25,22
ENSG00000010404,9895,8803,6265,6871,3998,3300,2529,1375,2085,2281,993,3077,2717,15673,10012,10887,4638,14555,9267,7442,5815,6326
ENSG00000010438,9,11,13,5,14,2,1,1,1,2,1,1,6,2,14,4,2,1,0,2,2,3
ENSG00000010539,1584,1013,1190,1408,1044,700,424,402,331,899,321,416,512,1075,982,623,598,804,486,777,660,577
ENSG00000010610,51,21,44,55,57,13,10,23,4,28,15,27,32,24,56,50,21,12,11,16,13,26
ENSG00000010626,203,258,121,217,294,52,122,27,32,61,55,371,184,1024,718,539,437,748,658,1491,544,264
ENSG00000010671,4,5,19,11,7,3,1,4,5,4,3,5,1,3,30,6,8,4,4,9,8,4
ENSG00000010704,65,46,40,44,46,37,21,36,13,53,19,46,36,51,112,76,222,69,39,84,53,46
ENSG00000010803,2350,1998,1758,2179,1560,710,454,532,531,618,301,457,948,1360,1375,673,566,971,625,787,708,688
ENSG00000010810,15231,10631,15194,16310,15802,5116,3675,3601,3624,5404,2592,5189,4310,14744,10572,6275,8217,13594,10131,10267,8365,6033
ENSG00000010818,3334,4579,2496,3199,1728,1617,1152,735,762,524,639,1419,1537,6190,5551,11529,3072,4850,3650,7193,3410,2916
ENSG00000010932,3,7,2,15,17,2,4,13,2,0,34,198,3,6,349,271,461,20,45,460,67,1
ENSG00000011007,8538,4451,7722,7321,4948,4759,2346,2444,2118,5037,2403,3827,4336,7889,6993,3937,3569,4403,2419,5052,3116,3414
ENSG00000011009,745,299,643,582,396,187,177,172,165,465,200,187,344,651,400,230,252,231,201,546,161,346
ENSG00000011021,2911,1319,2306,1731,1563,619,466,449,573,580,296,488,921,2103,1372,965,912,1082,785,1166,958,817
ENSG00000011028,3221,971,1678,3527,1460,181,160,137,206,1335,119,1763,2279,7184,2619,568,382,3909,2949,1817,1068,2615
ENSG00000011052,405,339,271,234,184,18,9,22,130,165,39,167,238,976,299,413,283,72,95,178,49,354
ENSG00000011083,3,9,6,0,3,0,0,3,1,0,1,6,3,3,9,4,1,0,0,6,4,5
ENSG00000011105,794,578,830,835,553,346,212,218,220,337,123,222,439,1545,838,436,205,836,610,660,428,331
ENSG00000011114,2002,1659,1900,1876,1553,1025,740,491,462,1219,482,1177,929,2533,1982,1043,1091,1440,917,1525,1094,1297
ENSG00000011132,172,147,159,185,188,58,40,39,61,86,30,101,113,244,203,126,124,136,113,153,141,111
ENSG00000011143,1151,781,855,1119,1072,341,236,209,259,367,204,309,477,962,632,370,493,371,358,498,380,494
ENSG00000011198,1138,753,945,1294,657,482,308,289,302,503,305,445,667,1809,1181,564,830,2099,1110,818,696,712
ENSG00000011201,12357,9891,9609,9527,861,1794,545,1978,1766,503,317,5600,5752,63441,12543,2744,5675,18403,22678,2931,5734,6771
ENSG00000011243,7305,4935,5096,6164,5405,1596,1153,1436,1264,1924,1356,884,1681,3578,2849,1529,1419,2834,1676,2177,1717,1592
ENSG00000011258,8870,6437,9189,7760,9361,3167,1473,2078,1871,2719,1721,1736,2856,4239,4911,2552,2452,1906,1499,2614,2222,1888
ENSG00000011260,4189,1763,3324,3271,3238,2544,939,1033,645,2847,1266,1702,1975,2171,2505,1526,1754,958,1012,2337,978,1586
ENSG00000011275,4438,2658,3885,4548,3597,1827,1197,1064,875,2067,868,2104,1957,4959,3556,2153,3097,3306,2022,3948,2506,2212
ENSG00000011295,8579,4640,6065,6391,5827,4695,1858,1732,2032,3262,1790,3899,5709,10935,10258,9090,6720,5132,4284,4941,3656,4981
ENSG00000011304,4257,1092,4196,3757,3551,1176,1036,585,673,4309,902,3021,2167,3574,2454,1307,2456,1638,1104,3467,1338,2324
ENSG00000011332,2582,1124,1966,1799,846,550,283,407,401,495,481,136,496,447,512,206,142,251,92,231,197,195
ENSG00000011347,315,326,232,349,130,115,83,87,65,22,73,46,116,44,367,1310,66,11,18,395,41,56
ENSG00000011376,2741,1312,1994,2147,1790,1014,552,521,582,1207,525,815,1387,2683,1781,656,1733,1582,949,1089,788,1160
ENSG00000011405,13590,8371,12250,12364,9880,8458,4434,3338,3157,8276,3117,8517,7104,32800,15869,8309,9629,16648,10538,12327,10172,9989
ENSG00000011422,138,111,101,248,263,58,134,54,31,101,36,115,75,193,163,98,47,143,91,87,62,103
ENSG00000011426,7110,1972,6629,5968,5449,4894,3984,1589,955,9876,3040,3252,2951,3039,4725,1374,1768,1002,448,3259,1136,1359
ENSG00000011451,1796,801,1794,1562,1347,243,182,187,303,327,141,420,759,1159,1037,527,464,619,425,833,540,553
ENSG00000011454,8256,7168,6204,8139,5501,3324,1781,2043,1973,2772,1373,2759,3030,7331,7453,2860,3242,4810,2886,4638,3607,3384
ENSG00000011465,150,130,100,1651,1133,45,61,118,20,20,114,596,180,144,181,72,27,3177,466,1438,77,127
ENSG00000011478,246,214,180,139,156,76,61,59,60,138,58,173,182,501,214,161,209,135,107,119,111,175
ENSG00000011485,4517,2093,4052,4326,2808,1188,1306,740,913,3025,1255,1592,1753,3384,2537,1502,1741,1862,1156,2531,1425,1641
ENSG00000011523,6404,3587,5286,5688,4342,1997,778,1131,1410,1271,757,1814,1928,4314,4322,2584,3547,2254,1654,2065,2530,1989
ENSG00000011566,7155,5496,5503,6092,4811,3023,1701,1541,1404,4780,1371,2182,2276,7277,5259,2276,2493,4984,3163,4062,3010,2997
ENSG00000011590,61,21,26,44,83,27,23,8,19,37,19,24,65,132,75,32,49,99,108,14,86,54
ENSG00000011600,0,0,0,0,1,0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,1,0
ENSG00000011638,432,406,463,437,377,219,93,156,133,530,61,158,195,277,299,232,120,167,78,237,176,127
ENSG00000011677,178,167,84,756,254,19,343,18,7,25,97,10,12,8,80,14,20,27,28,91,372,71
ENSG00000012048,6706,1985,6019,5805,4696,2807,1236,1259,747,3955,1440,1639,2303,2549,3512,1067,1895,851,672,2214,792,1144
ENSG00000012061,1512,733,1298,1390,1176,405,433,235,235,1012,327,934,1057,2352,1176,886,1320,1056,786,1530,663,993
ENSG00000012124,90,60,58,36,31,32,11,26,15,15,6,39,25,33,83,31,23,43,11,43,20,16
ENSG00000012171,49,37,55,84,51,6,33,14,12,18,13,59,33,88,69,58,66,238,150,107,68,131
ENSG00000012174,2052,1370,1627,1853,1147,926,447,443,557,571,279,770,1008,2207,2063,1236,1082,1526,1104,928,790,1003
ENSG00000012211,31,36,43,42,47,15,11,10,10,19,4,31,23,42,40,33,19,39,21,20,20,36
ENSG00000012223,1,1,7,1,0,0,0,9,0,2,0,6,2,1,42,2,0,0,1,5,6,2
ENSG00000012232,4624,2823,4967,4833,4227,1166,1143,765,865,1857,529,806,1357,3596,2418,1534,1278,2113,1817,1885,2171,3163
ENSG00000012504,1,2,7,1,0,6,3,9,0,85,1,23,13,172,31,4,19,13,27,28,13,19
ENSG00000012660,12394,4770,10091,9514,6671,6890,3742,3061,2650,7676,2828,7462,6597,15968,9729,4791,6319,8368,5587,7240,6164,9209
ENSG00000012779,19,14,14,11,15,1,1,1,1,1,1,7,3,3,15,6,2,5,0,7,6,5
ENSG00000012817,3168,2372,2726,34,26,962,725,596,603,1234,462,806,1446,3845,2256,1301,1482,28,31,1945,2082,1727
ENSG00000012822,2958,3245,3013,3477,4432,642,1256,601,530,1228,719,1384,1036,4036,2497,1261,1860,2771,1806,2611,2143,2079
ENSG00000012963,2168,1047,1893,2109,1397,917,641,455,371,1412,441,739,895,2167,1524,690,875,1277,770,1480,940,1035
ENSG00000012983,11643,8599,9154,9255,9052,5274,2642,2420,2405,4636,2263,4078,4616,7641,8576,4226,3978,5646,3464,6199,4607,4245
ENSG00000013016,894,846,909,1137,991,326,231,289,332,265,214,328,404,828,872,490,369,591,434,749,273,553
ENSG00000013275,2555,1198,1996,2087,1660,835,750,517,482,1487,734,1043,1172,2643,1621,961,1100,1195,766,1910,805,1291
ENSG00000013288,1149,630,948,1093,905,291,302,212,287,394,176,623,452,2270,1013,419,622,1513,1089,721,887,1396
ENSG00000013293,549,1200,385,685,310,100,126,93,71,80,80,69,59,178,606,2225,140,136,244,800,292,123
ENSG00000013297,195,158,159,121,159,124,60,77,56,121,35,76,91,184,234,113,70,77,74,107,120,76
ENSG00000013306,684,278,599,711,465,148,142,98,171,381,178,665,488,1460,843,629,998,812,612,1049,336,635
ENSG00000013364,201,233,231,198,176,104,73,94,77,120,37,275,149,583,412,211,209,820,591,349,324,831
ENSG00000013374,5984,3832,4229,6161,5538,2099,1475,1238,1057,2490,1455,1582,2067,4104,3560,1441,1925,3340,1913,3001,1812,1810
ENSG00000013375,6505,4385,5721,6800,5390,3374,1655,1435,1348,3603,1413,2693,3674,7619,6255,2340,3128,5658,3521,4001,2228,3021
ENSG00000013392,841,642,723,878,785,368,238,193,164,242,147,272,349,1097,708,358,453,678,482,519,407,445
ENSG00000013441,11237,6642,6740,8577,8865,4680,3504,2613,2887,4262,2712,2391,3526,7394,6407,3756,4120,5558,3282,4953,6467,5568
ENSG00000013503,2633,1186,2038,2014,1439,1372,575,602,563,1264,610,1115,1234,2431,1900,1033,1411,1320,821,1675,1153,1157
ENSG00000013523,722,630,631,744,693,253,133,174,150,196,89,235,320,985,549,353,440,409,405,400,406,439
ENSG00000013561,5205,3057,4199,3937,3417,2556,1606,1169,1276,3419,1396,1662,1804,4726,4394,2690,2509,4666,2375,3447,2962,2594
ENSG00000013563,179,113,185,195,257,91,128,39,39,163,65,103,103,278,348,142,214,257,129,231,188,248
ENSG00000013573,2352,688,2157,2568,2040,671,319,478,315,1076,285,517,984,1148,715,419,752,730,477,586,438,608
ENSG00000013583,203,196,260,209,168,80,94,36,32,66,10,236,184,273,469,258,192,244,104,157,146,139
ENSG00000013588,127,140,102,129,116,135,63,171,52,36,13,98,69,187,264,197,101,114,79,142,113,85
ENSG00000013619,262,175,235,262,213,71,34,54,58,41,21,231,173,442,328,216,227,242,243,358,151,139
ENSG00000013725,76,48,51,58,77,17,12,19,13,25,7,21,29,72,62,29,30,49,31,38,43,22
ENSG00000013810,2703,540,2411,1780,1994,505,575,269,194,1380,328,625,677,481,675,229,355,85,55,820,237,322
ENSG00000014123,5853,3888,4967,5774,5313,3042,1782,1192,1297,3263,1488,2845,3303,7430,5721,2414,3076,5336,3381,4115,3450,3469
ENSG00000014138,853,265,801,797,640,366,225,169,117,670,165,267,448,502,507,187,308,168,152,321,161,300
ENSG00000014164,73,35,138,88,107,8,13,8,18,25,4,55,65,151,84,69,72,52,35,46,56,61
ENSG00000014216,1226,785,1149,1193,1020,181,393,133,286,579,186,521,473,1499,925,804,572,962,646,713,554,714
ENSG00000014257,31,52,50,76,36,18,7,27,5,14,4,45,34,51,95,30,31,31,31,33,44,29
ENSG00000014641,5618,3027,4381,4330,3656,1817,2102,793,855,3367,1335,1275,2399,3817,4034,2700,2525,3517,1868,2171,1699,2449
ENSG00000014824,20061,10479,16785,15692,12533,7974,4810,4257,3909,8782,4669,5572,7489,13734,13830,6457,7919,9010,5085,8417,6478,7042
ENSG00000014914,76,82,73,90,148,34,59,32,19,40,12,118,114,470,224,117,192,427,296,238,276,265
ENSG00000014919,3799,2246,3427,3011,2620,1344,761,782,771,1616,609,1263,1565,4231,3031,1538,2048,2162,1476,2003,1291,1879
ENSG00000015133,4393,1700,4160,4012,3096,1374,729,912,613,2135,904,1420,1680,4925,2714,1748,1179,1733,1167,2517,1265,1646
ENSG00000015153,4621,3448,3506,3513,2866,1796,694,1063,1057,927,748,795,1499,2898,3158,1639,1332,2408,1299,1385,1510,1256
ENSG00000015171,17110,10315,12774,16810,9942,6760,3836,3468,3245,6602,3357,6230,6850,17678,14339,6424,8014,15451,8310,11165,8427,7946
ENSG00000015285,27,22,16,21,19,7,2,10,5,4,1,14,20,16,26,21,11,10,5,10,17,11
ENSG00000015413,1,6,4,2,1,2,1,0,0,2,0,1,7,0,7,1,0,3,2,0,1,0
ENSG00000015475,1175,587,1194,570,432,538,224,240,283,611,467,709,706,1857,1134,1083,1039,615,513,606,243,651
ENSG00000015479,155680,75808,116047,128702,100688,60765,31731,34541,26184,53477,37887,22527,40890,69616,69577,32384,31669,45608,25024,43269,34312,30181
ENSG00000015520,5,6,11,0,1,0,0,2,0,2,0,2,0,2,6,12,4,2,1,9,3,6
ENSG00000015532,694,274,491,612,559,156,128,90,187,368,103,251,359,1175,630,293,550,777,597,318,385,574
ENSG00000015568,1813,1363,1228,1616,1506,630,333,351,355,433,198,941,1070,4110,1526,1332,1077,3146,1723,727,1280,1214
ENSG00000015592,5897,8963,3001,6029,3978,1281,1804,867,1109,297,1107,104,1018,683,3129,2843,353,591,270,1438,1523,604
ENSG00000015676,3971,3204,3185,3560,2727,1390,893,889,1053,1385,936,1267,1646,3765,2854,1752,1694,2124,1514,2514,1727,2054
ENSG00000016082,11,13,31,33,78,25,601,11,0,28,166,32,3,2,20,0,1,0,0,5,77,91
ENSG00000016391,188,90,183,153,150,125,44,77,49,86,49,65,92,190,239,160,206,362,164,120,128,184
ENSG00000016402,2,1,7,0,0,10,0,4,0,9,0,9,3,8,17,22,34,1,9,18,3,12
ENSG00000016490,0,1,9,3,0,0,0,17,0,0,0,6,6,11,23,0,7,0,2,4,14,4
ENSG00000016602,1,9,10,2,1,3,2,7,1,0,0,8,1,4,17,2,6,2,0,6,3,1
ENSG00000016864,3034,1797,2310,2653,2288,1229,730,655,579,1364,602,1275,1478,3586,2600,1542,1823,2139,1671,2215,1503,1874
ENSG00000017260,16340,13229,11955,11111,8542,5972,2517,3438,3626,3828,1863,2677,4734,9987,8626,4570,3976,6657,3840,4946,4753,4667
ENSG00000017427,3,5,4,18,307,7,1,11,1,1,10,310,14,15,23,31,4,478,286,683,22,54
ENSG00000017483,10,6,8,14,17,10,0,8,4,4,8,6,9,8,6,11,4,4,2,19,3,17
ENSG00000017797,6666,3487,6257,5020,6536,3845,2266,1878,1737,5688,2406,3134,2985,5979,4950,2857,3987,3972,2370,4194,2259,3333
ENSG00000018189,53417,37762,40309,38520,32690,17585,12146,10478,12465,9777,12742,4949,12043,25381,29684,18999,10101,25358,11276,15159,19191,12505
ENSG00000018236,9479,8377,5559,3483,3044,4080,1322,3006,1472,449,3401,3177,718,11213,10530,21834,9578,6830,6975,5717,270,1303
ENSG00000018280,136,99,138,103,110,48,40,58,33,45,22,52,58,137,198,103,86,99,72,81,115,67
ENSG00000018408,3276,1472,2086,3946,2379,2678,1185,574,778,4278,1003,9002,3586,20793,9002,3806,6477,19488,11412,7000,7082,7388
ENSG00000018510,13844,8661,11327,8746,6312,5902,2406,3181,2975,4189,2609,3276,4797,9054,9180,4214,4168,6246,3748,3138,3061,4037
ENSG00000018610,2057,1157,1721,1809,1688,1049,590,459,481,1327,621,758,915,1773,1389,740,930,1207,684,1155,994,1096
ENSG00000018625,247,394,48,2218,1709,134,29,20,67,24,64,1114,429,3736,6300,2140,10048,9163,1493,7332,9946,4273
ENSG00000018699,1500,690,1379,1279,1099,995,477,375,326,1119,495,676,843,1923,1398,580,903,793,601,768,497,819
ENSG00000018869,538,268,480,185,36,201,180,118,108,212,127,149,187,299,285,244,193,51,6,286,340,178
ENSG00000019102,51,7,26,51,18,5,2,12,7,40,11,12,7,12,29,10,23,1,0,30,5,14
ENSG00000019144,5886,3225,4258,6085,3629,1240,1566,951,1040,3042,818,1109,1457,4726,2411,1540,1213,2373,1384,1750,2926,2030
ENSG00000019169,24,1,18,20,3,13,0,12,3,1,7,5,2,0,4,2,2,0,0,1,2,0
ENSG00000019186,2,3,5,9,11,8,1,5,2,1,0,7,7,5,35,12,5,0,3,5,2,16
ENSG00000019485,850,603,609,778,448,200,186,169,161,217,82,278,256,758,517,359,376,430,274,457,417,346
ENSG00000019505,4194,7212,5350,4282,2057,896,980,436,525,156,442,31,409,71,1795,3474,129,169,79,1406,613,204
ENSG00000019549,72,21,55,151,132,243,62,27,10,119,49,284,80,60,95,77,25,44,45,146,49,126
ENSG00000019582,62,43,43,49,62,65,8,21,58,127,7,94,53,4543,147,40,177,12086,258,252,87,1096
ENSG00000019991,4,9,17,33,2,9,12,10,1,63,40,1036,24,11,63,17,42,82,204,212,137,183
ENSG00000019995,10622,8679,9369,10128,8936,3494,2042,2229,1918,2807,1747,2176,3360,6038,6692,3983,2906,3884,2484,5021,3841,3305
ENSG00000020129,860,486,634,622,478,165,150,108,151,222,133,418,316,930,808,920,725,596,442,961,404,1001
ENSG00000020181,108,78,111,164,253,41,29,29,15,31,27,187,172,66,120,37,23,54,82,62,45,21
ENSG00000020256,1445,858,1340,1226,1032,660,322,396,353,722,278,481,850,1466,1034,628,659,642,483,950,528,593
ENSG00000020426,3561,2493,2851,3159,3014,1634,823,813,589,1639,814,859,1527,2723,2318,1060,1215,1908,1306,1394,1188,1118
ENSG00000020577,1907,835,993,1954,400,1218,1124,484,359,2731,300,1336,935,6789,2560,583,1880,3774,2922,1681,3062,3452
ENSG00000020633,15,20,14,10,6,19,6,24,8,18,3,20,9,23,32,11,4,7,12,12,2,16
ENSG00000020922,3745,1996,4254,3625,3936,2482,1108,1148,771,2732,1192,1667,2368,3367,3764,1542,1952,1795,1101,2559,1213,1537
ENSG00000021300,206,118,155,226,183,100,165,41,95,200,66,828,226,3341,588,124,308,1543,1407,648,826,1700
ENSG00000021355,168,107,102,161,208,82,70,63,35,139,50,56,124,116,216,107,51,220,111,123,74,57
ENSG00000021461,50,45,40,23,37,15,12,24,11,12,8,21,23,36,66,23,31,14,13,25,24,19
ENSG00000021488,34,49,25,27,21,3,13,12,4,4,1,19,12,22,56,26,24,14,28,33,26,12
ENSG00000021574,20704,15113,15766,16837,11558,6551,3729,4183,4273,4411,3939,3187,5786,10206,10833,6709,5259,5638,3559,6260,5137,4711
ENSG00000021645,4175,8355,3093,2039,2862,947,957,1155,1369,60,496,81,840,99,2117,394,105,108,345,444,2287,1186
ENSG00000021762,731,426,984,844,708,114,128,83,140,301,191,479,273,1502,636,538,343,822,762,716,412,702
ENSG00000021776,14909,9010,13186,13306,10116,7192,3215,4043,3097,6626,3551,4170,6109,9862,9899,4433,4629,6344,3759,6720,4904,4761
ENSG00000021826,132,74,134,454,755,345,563,65,12,885,304,2097,446,4279,2177,2071,513,1778,1117,1502,933,1541
ENSG00000021852,3,1,3,8,1,1,1,7,1,1,0,3,3,3,25,2,5,1,2,3,3,3
ENSG00000022267,3249,2793,2393,4023,2551,915,1719,478,607,1878,638,4958,2045,15432,6228,3236,3273,11910,11368,7781,4841,6297
ENSG00000022277,5849,3182,4833,5634,4770,1946,1518,1041,1068,3115,1562,1681,2473,5854,3953,1692,2501,3894,2391,3010,2050,2688
ENSG00000022355,70,77,38,83,62,25,32,60,25,7,20,28,19,12,82,26,8,20,14,30,19,1219
ENSG00000022556,35,25,357,509,399,20,231,100,30,231,212,107,17,45,71,53,24,167,167,149,125,64
ENSG00000022567,710,548,608,724,540,231,94,105,164,168,96,90,213,291,431,194,162,152,115,241,180,218
ENSG00000022840,4949,3144,4381,4304,3027,1213,1129,751,887,1424,607,1550,1674,4018,3117,2131,2124,2497,1597,2951,1724,1993
ENSG00000022976,1076,627,924,1047,1096,366,209,186,216,492,231,329,570,983,720,314,513,511,306,583,413,492
ENSG00000023041,3072,1621,2464,2607,1881,1289,606,610,533,1525,578,955,1292,2331,2124,1049,1442,1257,979,1482,1030,1191
ENSG00000023171,1694,1891,943,1229,828,393,202,271,327,287,243,374,397,1720,1628,1345,513,556,424,1205,811,619
ENSG00000023191,590,170,420,496,361,87,114,65,124,367,151,449,460,1068,531,301,534,525,340,703,332,559
ENSG00000023228,11452,6678,9384,9337,7501,4444,2942,2356,2136,5359,2732,3603,4998,10762,9686,4836,5405,8498,4306,5896,4203,4754
ENSG00000023287,24644,18056,21707,19952,17047,10837,7038,5936,5254,7088,6367,6213,9539,15128,17859,9092,7658,8946,5704,11187,7691,6526
ENSG00000023318,4784,3886,4004,4696,3506,2782,1573,1278,1183,2455,1303,1763,2036,4549,4067,2299,1600,3045,1903,2914,2366,2398
ENSG00000023330,1713,1502,1635,1545,1291,901,630,522,453,1174,598,620,845,1958,1630,765,756,1605,950,1490,961,1084
ENSG00000023445,67,46,44,45,70,61,42,24,31,23,11,42,39,488,84,37,29,79,53,59,81,72
ENSG00000023516,17387,13548,13582,13322,10408,8673,3167,3840,4410,4784,3036,5628,7943,20150,18233,9302,9729,15228,8399,10325,8707,8590
