Gene_ID,randomSummary,randomP,randomCi.lb,randomCi.ub,Gene_Symbol,Gene_Description
ENSG00000009765,0.00787072898638289,0.96708759112964,-0.365998932516405,0.381740390489171,IYD,iodotyrosine deiodinase
ENSG00000009780,-0.0191042329907705,0.703519158458201,-0.117491352561623,0.0792828865800823,FAM76A,family with sequence similarity 76 member A
ENSG00000009790,0.0777080234918855,0.473905752066637,-0.134967177524314,0.290383224508085,TRAF3IP3,TRAF3 interacting protein 3
ENSG00000009830,-0.0492148061492641,0.371919116299392,-0.157245873180658,0.0588162608821298,POMT2,protein O-mannosyltransferase 2
ENSG00000009844,0.0635280185279367,0.0279114500666643,0.00689349423805308,0.12016254281782,VTA1,vesicle trafficking 1
ENSG00000009950,-0.0925864453991895,0.327874867261696,-0.278058108659364,0.0928852178609853,MLXIPL,MLX interacting protein like
ENSG00000009954,0.00244381491369571,0.980427125837307,-0.192791462984636,0.197679092812027,BAZ1B,bromodomain adjacent to zinc finger domain 1B
ENSG00000010017,0.00075340004863611,0.991870282073019,-0.144167427149108,0.145674227246381,RANBP9,RAN binding protein 9
ENSG00000010030,0.194014010535572,0.0330226084821832,0.0156394015554673,0.372388619515677,ETV7,ETS variant transcription factor 7
ENSG00000010072,0.00540276389306461,0.898872724749418,-0.0779208437081208,0.08872637149425,SPRTN,SprT-like N-terminal domain
ENSG00000010165,0.0400653689121164,0.273633477305109,-0.0316659624983265,0.111796700322559,METTL13,"methyltransferase 13, eEF1A N-terminus and K55"
ENSG00000010219,0.0082149385700472,0.870779801315263,-0.090765674768695,0.107195551908789,DYRK4,dual specificity tyrosine phosphorylation regulated kinase 4
ENSG00000010244,-0.0183040179580332,0.816089812824522,-0.172554871885212,0.135946835969146,ZNF207,zinc finger protein 207
ENSG00000010256,-0.0170254643233676,0.634932564596838,-0.0873068370951471,0.053255908448412,UQCRC1,ubiquinol-cytochrome c reductase core protein 1
ENSG00000010270,0.0372117692012068,0.236440095303041,-0.0243912156918341,0.0988147540942476,STARD3NL,STARD3 N-terminal like
ENSG00000010278,-0.724811277543822,0.252055132715003,-1.96511060520864,0.515488050120999,CD9,CD9 molecule
ENSG00000010292,0.0212176972967047,0.712116571755519,-0.0914767099738993,0.133912104567309,NCAPD2,non-SMC condensin I complex subunit D2
ENSG00000010295,-0.0130195619498371,0.788202921533125,-0.108006915766393,0.0819677918667187,IFFO1,intermediate filament family orphan 1
ENSG00000010310,-0.217645491337041,0.0121232850312532,-0.387695847980118,-0.047595134693963,GIPR,gastric inhibitory polypeptide receptor
ENSG00000010318,-0.100408436955854,0.148701349653208,-0.236681768334451,0.035864894422743,PHF7,PHD finger protein 7
ENSG00000010319,,,,,SEMA3G,semaphorin 3G
ENSG00000010322,-0.0026520962086029,0.931867318409593,-0.0634506322798191,0.0581464398626133,NISCH,nischarin
ENSG00000010327,,,,,STAB1,stabilin 1
ENSG00000010361,-0.15480232630409,0.283858182893202,-0.437912446065896,0.128307793457715,FUZ,fuzzy planar cell polarity protein
ENSG00000010379,,,,,SLC6A13,solute carrier family 6 member 13
ENSG00000010404,-0.0390230146099671,0.474476417151069,-0.145961124823554,0.0679150956036197,IDS,iduronate 2-sulfatase
ENSG00000010438,,,,,PRSS3,serine protease 3
ENSG00000010539,-0.0481033628868464,0.491259828263673,-0.18507848554608,0.0888717597723877,ZNF200,zinc finger protein 200
ENSG00000010610,-0.297456276363324,0.00514454666067748,-0.505832533485084,-0.0890800192415633,CD4,CD4 molecule
ENSG00000010626,-0.0376383306847129,0.702915743191439,-0.231063062044369,0.155786400674944,LRRC23,leucine rich repeat containing 23
ENSG00000010671,,,,,BTK,Bruton tyrosine kinase
ENSG00000010704,-0.148516493037035,0.296834077482463,-0.427536780587661,0.130503794513591,HFE,homeostatic iron regulator
ENSG00000010803,0.0322503755902233,0.501796999691717,-0.0618584084031823,0.126359159583629,SCMH1,Scm polycomb group protein homolog 1
ENSG00000010810,-0.0449310267158362,0.285507774084312,-0.127385020888417,0.0375229674567445,FYN,"FYN proto-oncogene, Src family tyrosine kinase"
ENSG00000010818,0.0763360532821402,0.324575275022152,-0.0755429586113293,0.22821506517561,HIVEP2,HIVEP zinc finger 2
ENSG00000010932,-0.0269816326566226,0.977185199897137,-1.87616728598348,1.82220402067023,FMO1,flavin containing dimethylaniline monoxygenase 1
ENSG00000011007,0.076367950941761,0.0610913278228213,-0.00355287650356601,0.156288778387088,ELOA,elongin A
ENSG00000011009,-0.00765134871248824,0.835695759431882,-0.0799570785011415,0.0646543810761649,LYPLA2,lysophospholipase 2
ENSG00000011021,0.124655763131802,0.0417414821592922,0.00466057551237363,0.24465095075123,CLCN6,chloride voltage-gated channel 6
ENSG00000011028,-0.121357657194894,0.550655737886278,-0.519925826356401,0.277210511966612,MRC2,mannose receptor C type 2
ENSG00000011052,0.307065699520447,0.4730117287559,-0.531630341847798,1.14576174088869,NME1-NME2,NME1-NME2 readthrough
ENSG00000011105,0.121293645299712,0.0600981706061514,-0.00515421834744778,0.247741508946872,TSPAN9,tetraspanin 9
ENSG00000011114,0.0015132720046963,0.972165678850277,-0.0834901482065026,0.0865166922158952,BTBD7,BTB domain containing 7
ENSG00000011132,0.109147788622454,0.0050876555896606,0.0327847612199507,0.185510816024957,APBA3,amyloid beta precursor protein binding family A member 3
ENSG00000011143,-0.00772283847376033,0.858861203285953,-0.0928434396859481,0.0773977627384275,MKS1,MKS transition zone complex subunit 1
ENSG00000011198,0.036424247921058,0.506799649186958,-0.0711188016405281,0.143967297482644,ABHD5,"abhydrolase domain containing 5, lysophosphatidic acid acyltransferase"
ENSG00000011201,0.485233024865385,0.354967170117997,-0.542920216879558,1.51338626661033,ANOS1,anosmin 1
ENSG00000011243,-0.0919688825652855,0.0684266874851446,-0.190891629719766,0.00695386458919535,AKAP8L,A-kinase anchoring protein 8 like
ENSG00000011258,0.00659737799066305,0.862226814416963,-0.0679134360455894,0.0811081920269155,MBTD1,mbt domain containing 1
ENSG00000011260,-0.0315247178349274,0.821639330303372,-0.305602670894283,0.242553235224428,UTP18,UTP18 small subunit processome component
ENSG00000011275,0.00038383138463741,0.991243694622434,-0.068164836279807,0.0689324990490818,RNF216,ring finger protein 216
ENSG00000011295,0.00170012854644777,0.955110872105599,-0.0574968369767068,0.0608970940696024,TTC19,tetratricopeptide repeat domain 19
ENSG00000011304,0.0560101827082619,0.255115036175325,-0.0404543890962558,0.152474754512779,PTBP1,polypyrimidine tract binding protein 1
ENSG00000011332,0.0708706839049541,0.362772739529165,-0.0817552321103881,0.223496599920296,DPF1,double PHD fingers 1
ENSG00000011347,0.0667520348498307,0.507898533827238,-0.130844901914167,0.264348971613828,SYT7,synaptotagmin 7
ENSG00000011376,0.0462044633305159,0.648468772088605,-0.152437750289553,0.244846676950585,LARS2,"leucyl-tRNA synthetase 2, mitochondrial"
ENSG00000011405,-0.0252750588137885,0.604475379018214,-0.120913186748028,0.0703630691204511,PIK3C2A,phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha
ENSG00000011422,-0.0589476384629241,0.383114932709927,-0.191416166224389,0.0735208892985406,PLAUR,"plasminogen activator, urokinase receptor"
ENSG00000011426,0.0160532656058706,0.83148895826555,-0.131808382645132,0.163914913856873,ANLN,"anillin, actin binding protein"
ENSG00000011451,-0.0343166271583307,0.351445756891451,-0.106499683549396,0.0378664292327347,WIZ,WIZ zinc finger
ENSG00000011454,0.0134940938504957,0.652268927624733,-0.0451992264374135,0.0721874141384048,RABGAP1,RAB GTPase activating protein 1
ENSG00000011465,-0.753418184497386,0.198348312810915,-1.90144367200536,0.394607303010588,DCN,decorin
ENSG00000011478,0.296312423873139,0.248546022064237,-0.20699603945764,0.799620887203917,QPCTL,glutaminyl-peptide cyclotransferase like
ENSG00000011485,-0.00435043188366275,0.870387242604098,-0.0566079922538767,0.0479071284865512,PPP5C,protein phosphatase 5 catalytic subunit
ENSG00000011523,0.00944862576466008,0.872551627891079,-0.105993153361631,0.124890404890951,CEP68,centrosomal protein 68
ENSG00000011566,-0.108561977874731,0.0186158673926132,-0.198984989981837,-0.0181389657676247,MAP4K3,mitogen-activated protein kinase kinase kinase kinase 3
ENSG00000011590,-0.328442477241463,0.202578749128865,-0.833634562274228,0.176749607791303,ZBTB32,zinc finger and BTB domain containing 32
ENSG00000011638,-0.0600221400397388,0.443863306255225,-0.21366380347203,0.0936195233925524,LDAF1,lipid droplet assembly factor 1
ENSG00000011677,-0.47735696548916,0.496647934285423,-1.85370152665948,0.898987595681159,GABRA3,gamma-aminobutyric acid type A receptor subunit alpha3
ENSG00000012048,0.0230974819645203,0.659120435832266,-0.0795263533696423,0.125721317298683,BRCA1,BRCA1 DNA repair associated
ENSG00000012061,0.0785051769698663,0.108193708360486,-0.017280841320222,0.174291195259955,ERCC1,"ERCC excision repair 1, endonuclease non-catalytic subunit"
ENSG00000012124,0.15662377644389,0.25097900947867,-0.110783651345902,0.424031204233683,CD22,CD22 molecule
ENSG00000012171,-0.188123363764439,0.0949143478971599,-0.408907447851101,0.0326607203222234,SEMA3B,semaphorin 3B
ENSG00000012174,0.0577860864152635,0.64896740386403,-0.191026204750618,0.306598377581145,MBTPS2,"membrane bound transcription factor peptidase, site 2"
ENSG00000012211,-0.136865968624535,0.0631062543418202,-0.281208568827618,0.00747663157854786,PRICKLE3,prickle planar cell polarity protein 3
ENSG00000012232,-0.0206951746772722,0.881163127735396,-0.292020785699966,0.250630436345422,EXTL3,exostosin like glycosyltransferase 3
ENSG00000012504,,,,,NR1H4,nuclear receptor subfamily 1 group H member 4
ENSG00000012660,0.0565812548915808,0.213521993735239,-0.0325687892845422,0.145731299067704,ELOVL5,ELOVL fatty acid elongase 5
ENSG00000012779,,,,,ALOX5,arachidonate 5-lipoxygenase
ENSG00000012817,0.239361161573334,0.701434624728231,-0.984316742165945,1.46303906531261,KDM5D,lysine demethylase 5D
ENSG00000012822,-0.0870369805229655,0.119120824822598,-0.196496169496647,0.0224222084507154,CALCOCO1,calcium binding and coiled-coil domain 1
ENSG00000012963,-0.0416606883990446,0.569043708850527,-0.185048082528483,0.101726705730393,UBR7,ubiquitin protein ligase E3 component n-recognin 7
ENSG00000012983,-0.01137195537714,0.839966264681101,-0.121746298464137,0.0990023877098572,MAP4K5,mitogen-activated protein kinase kinase kinase kinase 5
ENSG00000013016,-0.0709009590437615,0.192643536858132,-0.17756620161603,0.0357642835285071,EHD3,EH domain containing 3
ENSG00000013275,0.0515675316046717,0.149163224356057,-0.0184989954091523,0.121634058618496,PSMC4,"proteasome 26S subunit, ATPase 4"
ENSG00000013288,-0.0988448333263087,0.0597436331149167,-0.201747199433826,0.00405753278120832,MAN2B2,mannosidase alpha class 2B member 2
ENSG00000013293,-0.0214332556242272,0.805796585515671,-0.192301750996674,0.149435239748219,SLC7A14,solute carrier family 7 member 14
ENSG00000013297,-0.0450005543612676,0.623223450131723,-0.224527918183292,0.134526809460757,CLDN11,claudin 11
ENSG00000013306,0.0927099124885422,0.0237512823451582,0.0123482412053539,0.173071583771731,SLC25A39,solute carrier family 25 member 39
ENSG00000013364,-0.0178458474808925,0.842998568429006,-0.194445461277212,0.158753766315427,MVP,major vault protein
ENSG00000013374,-0.0793652271082165,0.343866642171912,-0.243701507627732,0.0849710534112993,NUB1,negative regulator of ubiquitin like proteins 1
ENSG00000013375,0.0435961730585721,0.398944904032131,-0.0577034252565829,0.144895771373727,PGM3,phosphoglucomutase 3
ENSG00000013392,-0.0230753076818742,0.52719387182824,-0.0946032237737292,0.0484526084099809,RWDD2A,RWD domain containing 2A
ENSG00000013441,-0.0889696997396017,0.49179934775723,-0.342628099974025,0.164688700494822,CLK1,CDC like kinase 1
ENSG00000013503,0.0210581733749983,0.645639526121825,-0.0686998267873776,0.110816173537374,POLR3B,RNA polymerase III subunit B
ENSG00000013523,-0.0393522643575222,0.446315954151637,-0.140628439598653,0.0619239108836089,ANGEL1,angel homolog 1
ENSG00000013561,-0.070938084811888,0.437212125788522,-0.249898541821362,0.108022372197586,RNF14,ring finger protein 14
ENSG00000013563,-0.0100358758067279,0.908913194560307,-0.181961786903894,0.161890035290438,DNASE1L1,deoxyribonuclease 1 like 1
ENSG00000013573,0.0997615864294806,0.0838360303012045,-0.0133362361101603,0.212859408969122,DDX11,DEAD/H-box helicase 11
ENSG00000013583,0.27202983080639,0.475645360714014,-0.475412785698769,1.01947244731155,HEBP1,heme binding protein 1
ENSG00000013588,0.0887003135504139,0.484417233372661,-0.159934574342702,0.33733520144353,GPRC5A,G protein-coupled receptor class C group 5 member A
ENSG00000013619,0.148329406993381,0.175531974601113,-0.0662811818733946,0.362939995860156,MAMLD1,mastermind like domain containing 1
ENSG00000013725,0.0460357236527946,0.466778916123643,-0.0779503250792429,0.170021772384832,CD6,CD6 molecule
ENSG00000013810,0.0424847580388941,0.533596332490277,-0.0912745589028516,0.17624407498064,TACC3,transforming acidic coiled-coil containing protein 3
ENSG00000014123,-0.0412459862613551,0.586458681014955,-0.189856949170119,0.107364976647409,UFL1,UFM1 specific ligase 1
ENSG00000014138,0.0708371790698799,0.137845393795017,-0.0227283074905572,0.164402665630317,POLA2,"DNA polymerase alpha 2, accessory subunit"
ENSG00000014164,0.147251428196969,0.516575154791525,-0.297695368600649,0.592198224994586,ZC3H3,zinc finger CCCH-type containing 3
ENSG00000014216,0.00425389457529758,0.973446802316964,-0.246228875405479,0.254736664556074,CAPN1,calpain 1
ENSG00000014257,0.0792642450062808,0.644615342115478,-0.257544924263612,0.416073414276174,ACP3,acid phosphatase 3
ENSG00000014641,0.00922509571228593,0.846695453971769,-0.0842950450728923,0.102745236497464,MDH1,malate dehydrogenase 1
ENSG00000014824,-0.026665165448227,0.291381917032958,-0.0761988738697045,0.0228685429732506,SLC30A9,solute carrier family 30 member 9
ENSG00000014914,-0.0820220542751876,0.395670235018517,-0.271289983448667,0.107245874898291,MTMR11,myotubularin related protein 11
ENSG00000014919,0.0309302765642474,0.702012920621456,-0.127515857882534,0.189376411011028,COX15,cytochrome c oxidase assembly homolog COX15
ENSG00000015133,-0.0400991856703519,0.514398671413104,-0.160639818189409,0.0804414468487057,CCDC88C,coiled-coil domain containing 88C
ENSG00000015153,0.0743568836008051,0.273675715171117,-0.0587802374300613,0.207494004631672,YAF2,YY1 associated factor 2
ENSG00000015171,-0.0254192676537557,0.695453120902918,-0.152686774138415,0.101848238830903,ZMYND11,zinc finger MYND-type containing 11
ENSG00000015285,-0.00753329776499538,0.976488944314862,-0.508533951932968,0.493467356402977,WAS,WASP actin nucleation promoting factor
ENSG00000015413,,,,,DPEP1,dipeptidase 1
ENSG00000015475,0.177166904025107,0.437178805217756,-0.269751921598557,0.624085729648772,BID,BH3 interacting domain death agonist
ENSG00000015479,-0.0228691473888323,0.806294486317601,-0.205662913071625,0.15992461829396,MATR3,matrin 3
ENSG00000015520,,,,,NPC1L1,NPC1 like intracellular cholesterol transporter 1
ENSG00000015532,0.00516333173942559,0.927290206579747,-0.105734446744648,0.116061110223499,XYLT2,xylosyltransferase 2
ENSG00000015568,0.0220828119506658,0.910402309765375,-0.362535439928562,0.406701063829893,RGPD5,RANBP2 like and GRIP domain containing 5
ENSG00000015592,0.143458314171735,0.471019504706028,-0.246614997946522,0.533531626289991,STMN4,stathmin 4
ENSG00000015676,0.0412287585292559,0.36653400294836,-0.048259889259785,0.130717406318297,NUDCD3,NudC domain containing 3
ENSG00000016082,-0.240744110698918,0.356767494442542,-0.752766088597679,0.271277867199843,ISL1,ISL LIM homeobox 1
ENSG00000016391,-0.0226158976137507,0.849207399956854,-0.255753149894374,0.210521354666873,CHDH,choline dehydrogenase
ENSG00000016864,-0.0214685982225633,0.400280612811261,-0.071494362052526,0.0285571656073995,GLT8D1,glycosyltransferase 8 domain containing 1
ENSG00000017260,-0.0303571517129481,0.447475041299788,-0.108683214478406,0.0479689110525097,ATP2C1,ATPase secretory pathway Ca2+ transporting 1
ENSG00000017427,,,,,IGF1,insulin like growth factor 1
ENSG00000017483,,,,,SLC38A5,solute carrier family 38 member 5
ENSG00000017797,0.0186838608381924,0.645218572174887,-0.0608524634392566,0.0982201851156413,RALBP1,ralA binding protein 1
ENSG00000018189,0.00808555618897585,0.828247273120328,-0.0649607465040359,0.0811318588819876,RUFY3,RUN and FYVE domain containing 3
ENSG00000018236,-0.115094415045257,0.345057266775351,-0.35400157888281,0.123812748792296,CNTN1,contactin 1
ENSG00000018280,0.109696206432842,0.174155143924709,-0.0485119503881994,0.267904363253883,SLC11A1,solute carrier family 11 member 1
ENSG00000018408,-0.16038496110564,0.0386012153943892,-0.312360783228859,-0.00840913898241996,WWTR1,WW domain containing transcription regulator 1
ENSG00000018510,0.0608849175504867,0.630488326212992,-0.18718662538011,0.308956460481083,AGPS,alkylglycerone phosphate synthase
ENSG00000018610,-0.0530315338381978,0.692341895506595,-0.315718997123171,0.209655929446775,STEEP1,STING1 ER exit protein 1
ENSG00000018625,-0.628620387177382,0.400245608019797,-2.09331214090815,0.836071366553386,ATP1A2,ATPase Na+/K+ transporting subunit alpha 2
